Track,Artist,Popularity,duration_ms,explicit,Danceability,Energy,key,Loudness,mode,speechiness,Acousticness,instrumentalness,liveness,Valence,BPM,Genre
So Good At Being in Trouble,Unknown Mortal Orchestra,67,230146,False,0.829,0.435,0,-10.136,1,0.0515,0.0363,0.881,0.119,0.594,103.817,chill
Back Then,S N U G;Dyrean,55,127200,False,0.565,0.24,10,-18.678,1,0.0439,0.931,0.912,0.379,0.0827,114.93,chill
Crash - (TELYKast Remix),Mokita;Charlotte Sands;TELYKast,53,155856,False,0.707,0.674,6,-7.471,0,0.0402,0.109,0.00452,0.101,0.205,127.972,chill
Love the Way You Lie (Slowed + Reverb),fenekot,47,109500,False,0.557,0.447,5,-10.288,1,0.043,0.976,0.512,0.132,0.18,150.673,chill
One More Coffee,Celestial Alignment,3,118492,False,0.627,0.117,8,-21.584,1,0.0376,0.979,0.926,0.264,0.382,68.845,chill
Equanimity,Tenno,59,162857,False,0.529,0.378,10,-10.042,0,0.0365,0.536,0.917,0.353,0.26,139.989,chill
Downhill,Lund,55,176013,True,0.846,0.419,4,-8.957,0,0.0499,0.198,1.15e-05,0.0415,0.527,119.992,chill
Day by Day,Fiji Blue,53,177080,False,0.914,0.532,10,-8.657,1,0.333,0.674,0.000442,0.114,0.754,116.961,chill
Alone,Lund,54,254000,True,0.741,0.354,2,-15.505,1,0.0812,0.656,0.702,0.384,0.037,120.018,chill
universe,thuy,53,186627,False,0.636,0.452,11,-8.298,1,0.0329,0.136,1.97e-06,0.104,0.0678,80.004,chill
Lights Out,Nbdy,54,224072,True,0.57,0.43,8,-10.935,0,0.037,0.334,1.29e-06,0.111,0.156,90.013,chill
Pearl,Larissa Lambert,48,192142,False,0.659,0.593,0,-6.814,0,0.0456,0.0427,2.17e-06,0.0689,0.47,84.945,chill
Luv (sic),Nujabes,59,286320,False,0.906,0.677,1,-5.558,1,0.215,0.437,0.0272,0.652,0.869,93.016,chill
i love being with you,Elijah Who,58,96405,False,0.633,0.399,7,-10.568,1,0.0489,0.949,0.571,0.104,0.466,78.893,chill
Curls,Bibio,58,197933,False,0.497,0.348,9,-10.593,1,0.0285,0.879,0.796,0.722,0.227,82.176,chill
Equinox,admo,57,162500,False,0.671,0.515,1,-16.738,1,0.0388,0.815,0.932,0.11,0.0984,105.001,chill
autumn,demxntia,51,146000,False,0.688,0.619,3,-8.001,1,0.0409,0.375,0.0,0.195,0.444,119.929,chill
Forever (Rough Draft),Jaylon Ashaun,49,73333,False,0.702,0.521,1,-7.67,1,0.0761,0.0587,2.45e-05,0.0912,0.49,179.993,chill
Sober,SHRK;Shiloh Dynasty,53,135761,False,0.757,0.142,1,-18.249,1,0.049,0.473,0.539,0.122,0.0383,110.164,chill
Love Me For Me,MASN,50,171013,False,0.627,0.648,9,-3.987,0,0.0457,0.51,0.0,0.117,0.467,87.6,chill
Higher Ground (feat. Naomi Wild),ODESZA;Naomi Wild,60,215130,False,0.629,0.852,1,-5.094,1,0.0521,0.0865,0.0215,0.263,0.415,104.997,chill
dead,Zaini,52,171166,False,0.472,0.287,6,-11.173,0,0.21,0.83,0.247,0.433,0.481,179.891,chill
i like red,Charlene Su,56,122500,False,0.691,0.45,1,-12.395,1,0.145,0.335,0.000323,0.163,0.65,169.908,chill
Legends Aren't Made,Dan,66,168247,True,0.624,0.443,11,-7.544,1,0.3,0.799,0.0,0.108,0.569,97.857,chill
missing us,Valera;静的 Static,47,134507,False,0.643,0.34,2,-13.689,1,0.118,0.943,0.911,0.665,0.217,75.99,chill
cold winter,Zachary Knowles,48,210000,False,0.719,0.359,7,-10.807,0,0.286,0.561,0.000356,0.123,0.617,160.017,chill
idfc,neon,43,282947,True,0.458,0.309,2,-13.958,0,0.0312,0.856,0.288,0.111,0.0987,94.978,chill
Emotional Crank,Tomppabeats,51,74594,False,0.726,0.329,9,-10.583,1,0.0929,0.908,0.00943,0.36,0.346,148.102,chill
ikigai,Idealism,52,149610,False,0.412,0.391,8,-17.141,1,0.0558,0.753,0.854,0.14,0.293,65.961,chill
Charcoal Baby,Blood Orange,66,242341,False,0.622,0.46,7,-8.389,0,0.0372,0.14,0.000369,0.119,0.514,183.241,chill
PCH,Dane Amar;LEW,53,135483,True,0.786,0.393,5,-9.505,1,0.0436,0.7,0.0,0.0846,0.863,93.062,chill
i'll keep you safe - Reverb,LRN Slime;Shiloh Dynasty,48,117890,False,0.555,0.338,7,-13.937,1,0.0396,0.95,0.175,0.314,0.496,114.245,chill
It’s Only (feat. Zyra) - ODESZA VIP Remix,ODESZA;Zyra,52,240440,False,0.596,0.882,2,-5.279,1,0.0296,2.58e-05,0.457,0.0421,0.109,119.999,chill
Tender love,Mounika.;Ocie Elliott,63,203500,False,0.632,0.372,6,-12.723,1,0.0403,0.53,0.806,0.117,0.278,81.012,chill
Passive Aggressive,Nate Traveller,49,108069,True,0.864,0.556,5,-7.323,0,0.0618,0.508,0.0,0.193,0.598,133.096,chill
I See You,Adam Turley,50,180902,False,0.649,0.517,2,-8.016,1,0.0334,0.176,1.2e-05,0.171,0.456,144.89,chill
Irene,Jimmy Brown,59,199672,False,0.877,0.5,1,-5.54,1,0.0578,0.744,0.0,0.108,0.412,121.966,chill
When Have I Fallen,Kochetkovv,54,123876,False,0.714,0.111,11,-19.202,1,0.074,0.864,0.925,0.121,0.268,123.987,chill
Bulletproof,Ben Woodward,39,207677,False,0.59,0.552,7,-10.496,1,0.0407,0.654,0.000359,0.128,0.635,155.101,chill
Hitchhiking,Finlep,51,178445,False,0.512,0.0529,3,-19.642,1,0.0819,0.994,0.968,0.11,0.261,145.243,chill
Feelin' Good,Zmeyev,55,132000,False,0.674,0.292,5,-13.884,0,0.0833,0.857,0.927,0.108,0.581,80.002,chill
Torii Road,Tenno,49,128571,False,0.782,0.492,3,-12.049,0,0.0537,0.665,0.786,0.203,0.137,140.115,chill
cannot be bothered,dyl dion,57,154285,False,0.741,0.645,6,-5.997,1,0.0423,0.469,6.95e-05,0.121,0.546,139.972,chill
Rain on Me,Sarcastic Sounds;Mishaal,52,103374,False,0.718,0.385,3,-11.405,0,0.398,0.963,0.000156,0.32,0.466,112.361,chill
Tell Me Why (feat. Shiloh Dynasty),Danny G;Shiloh Dynasty,58,161016,True,0.77,0.621,1,-7.635,1,0.454,0.447,0.0,0.158,0.301,126.289,chill
Black Shirt,Holem;Shiloh Dynasty,52,72000,False,0.876,0.149,7,-22.986,1,0.143,0.827,0.775,0.19,0.212,109.975,chill
For The Record (Dylan Sitts Remix),Dylan Sitts;HDBeenDope,48,141369,True,0.866,0.407,9,-10.237,1,0.149,0.106,0.0011,0.497,0.305,145.971,chill
Little Do You Know?,Sivarni,57,148009,True,0.824,0.467,6,-11.557,1,0.231,0.279,0.0,0.103,0.559,146.072,chill
Mystery Lands,Raimu,59,182686,False,0.679,0.199,4,-16.669,0,0.0524,0.797,0.727,0.711,0.168,133.918,chill
blue bird,Zachary Knowles,51,221076,False,0.597,0.266,3,-8.973,1,0.028,0.805,0.0,0.128,0.352,129.981,chill
Morning's Chant,Raimu,58,207187,False,0.645,0.371,6,-13.141,0,0.0586,0.782,0.882,0.633,0.131,128.002,chill
Hang On,Raimu,59,187741,False,0.734,0.322,1,-13.418,1,0.0387,0.785,0.876,0.378,0.0785,124.043,chill
Dancing With Your Ghost (Slowed + Reverb),fenekot,45,148000,False,0.608,0.522,7,-11.488,1,0.132,0.955,0.93,0.135,0.152,110.646,chill
I Know You so Well,me7k,53,175693,False,0.682,0.186,7,-13.673,1,0.0821,0.799,0.697,0.0924,0.074,133.438,chill
Devotion,DaniSogen,57,144406,False,0.389,0.178,6,-19.052,0,0.0339,0.806,0.956,0.819,0.0651,117.983,chill
Gatekeeper of Thoughts,Tenno,58,142857,False,0.467,0.274,5,-15.183,0,0.0322,0.854,0.905,0.176,0.0396,126.077,chill
Idea 686,Jayla Darden,53,163235,False,0.712,0.347,0,-10.363,0,0.041,0.378,0.0212,0.111,0.5,135.975,chill
School Rooftop,Hisohkah;WMD,63,167967,False,0.85,0.28,1,-8.77,1,0.23,0.0931,0.606,0.0867,0.28,82.872,chill
Losing You,Christian Kuria,59,248069,True,0.674,0.455,0,-7.835,0,0.036,0.46,0.00196,0.176,0.885,80.023,chill
Crush,Souly Had,59,159813,False,0.756,0.517,0,-8.122,1,0.0996,0.341,2.68e-05,0.103,0.267,110.064,chill
Fall In Lust,Kid Travis,0,178000,False,0.736,0.436,6,-8.053,1,0.0394,0.364,0.0,0.161,0.21,120.008,chill
Sad!,Kid Travis,50,150447,True,0.703,0.51,5,-11.896,0,0.0942,0.214,0.0,0.0802,0.698,134.009,chill
Green Tea & Honey,Dane Amar;Jereena Montemayor,57,222315,False,0.845,0.241,2,-10.948,0,0.0395,0.513,0.0,0.0722,0.799,94.869,chill
i'm lost,Sarah Kang;Nieman,49,196311,False,0.383,0.496,11,-7.101,1,0.0455,0.787,0.0,0.1,0.368,55.693,chill
Natural,GSoul,56,144960,False,0.515,0.321,4,-9.851,0,0.0742,0.841,5.75e-05,0.338,0.242,153.024,chill
ocean of stars,demxntia,44,237466,False,0.629,0.714,5,-9.183,0,0.209,0.515,0.000129,0.109,0.596,159.952,chill
camellia,slchld,59,151211,False,0.714,0.56,10,-4.742,1,0.0662,0.479,0.0,0.157,0.945,109.934,chill
Late Night,ODESZA,59,228154,False,0.612,0.628,2,-6.754,1,0.0752,0.0358,0.00898,0.193,0.434,125.043,chill
Nobody To Love,Anthony Russo,49,213193,True,0.687,0.478,7,-7.286,1,0.149,0.48,6.82e-06,0.456,0.494,137.852,chill
Scars,Ondi Vil;Mishaal,52,96190,False,0.475,0.395,7,-15.182,0,0.265,0.872,0.86,0.0926,0.202,173.946,chill
Late Night Thoughts,Belfa;Kayli Marie,48,146864,False,0.752,0.129,7,-16.94,0,0.0531,0.845,0.0529,0.0938,0.207,118.022,chill
Was I Not Good Enough?,omarr;Mia Smith,50,145669,False,0.642,0.251,1,-13.259,1,0.0633,0.943,0.0013,0.265,0.111,127.024,chill
Juvenescence,Verzache,55,150167,False,0.837,0.36,2,-8.864,1,0.0516,0.773,0.174,0.132,0.457,89.529,chill
Hunnybee,Unknown Mortal Orchestra,65,268333,False,0.956,0.377,6,-7.965,1,0.0804,0.566,0.414,0.313,0.566,119.993,chill
stay with me,nilöwh.,50,97586,False,0.664,0.258,3,-10.975,1,0.0485,0.935,0.479,0.108,0.358,86.997,chill
Leave Me Alone,Addict.;SAMI,42,135312,False,0.485,0.245,2,-12.661,0,0.0677,0.782,1.59e-06,0.11,0.178,98.54,chill
seasons,wave to earth,60,256000,False,0.354,0.277,7,-10.62,1,0.0271,0.782,0.0585,0.218,0.163,60.037,chill
Kiss Me,iamalex;Felty;Blossum,55,171940,False,0.67,0.242,3,-17.378,1,0.0544,0.912,0.33,0.0796,0.135,134.081,chill
THESE DAYS,OKAY! KENJI,46,187941,False,0.871,0.481,10,-5.898,1,0.034,0.221,9.55e-05,0.107,0.732,135.973,chill
Lemonade - Ukulele Version,Jeremy Passion,64,181504,False,0.546,0.221,2,-8.915,1,0.063,0.868,0.0,0.0994,0.593,128.144,chill
Girl How Will I Love You,Timmies;Mishaal,48,99942,False,0.705,0.259,1,-8.796,1,0.374,0.398,5.63e-05,0.0571,0.502,172.476,chill
i loved you first,joan,53,227067,False,0.556,0.276,0,-9.603,1,0.0269,0.0862,6.89e-06,0.0999,0.216,75.02,chill
"why am i here, i feel so alone",yaeow,45,167441,False,0.79,0.303,2,-14.461,1,0.0342,0.628,0.00412,0.259,0.558,128.99,chill
In My Heart,Kochetkovv,47,123877,False,0.565,0.218,3,-15.919,0,0.0679,0.927,0.848,0.0902,0.175,186.131,chill
Frozen Gold,MKAY,65,138110,True,0.88,0.309,11,-17.457,0,0.394,0.252,0.0,0.0804,0.592,139.991,chill
Used to Me,Luke Chiang,59,179544,False,0.797,0.512,5,-7.315,0,0.143,0.318,8.98e-06,0.352,0.691,100.029,chill
Lucid Dream,Oatmello,53,125384,False,0.801,0.335,2,-14.452,1,0.3,0.73,0.737,0.102,0.0388,77.998,chill
boyfriend material,Gareth.T,59,150298,True,0.794,0.454,4,-7.848,1,0.0477,0.445,0.0,0.127,0.913,144.926,chill
The Problem,Adam Turley;Heather Sommer,47,203954,False,0.697,0.461,0,-6.817,1,0.0297,0.154,0.0,0.145,0.501,98.021,chill
MILLI,keshi,56,135158,False,0.667,0.5,2,-9.837,0,0.0748,0.587,4.31e-06,0.0784,0.42,80.951,chill
Good Night,Oatmello;Late Era,51,157377,False,0.533,0.165,2,-14.879,1,0.0396,0.929,0.937,0.105,0.189,122.064,chill
View,Ethan Dufault,47,207761,False,0.551,0.687,1,-6.551,0,0.0468,0.00808,0.0,0.379,0.23,160.137,chill
Not About You,JUNNY,54,236396,False,0.7,0.595,3,-7.066,1,0.0351,0.0996,0.0,0.0788,0.354,113.022,chill
Gone,SwitchOTR;John Newman,54,156057,False,0.706,0.686,7,-9.129,0,0.0835,0.0852,1.63e-05,0.187,0.52,142.021,chill
Start All Over Again,itssvd;yaeow,46,134794,False,0.39,0.202,3,-21.285,1,0.0657,0.88,0.00461,0.376,0.257,145.953,chill
Alone,JUNNY,43,226960,False,0.4,0.286,9,-10.577,1,0.0332,0.757,1.87e-06,0.107,0.174,68.499,chill
glad we broke up!,KAYDEN,46,201882,False,0.541,0.645,1,-7.855,1,0.031,0.00947,0.0235,0.112,0.608,169.956,chill
I wish I could feel nothing,Ely Waves,42,157101,True,0.646,0.446,11,-13.238,0,0.278,0.225,0.0,0.154,0.105,82.098,chill
Reasons You Should Care,Fiji Blue,51,161347,False,0.905,0.639,1,-5.843,0,0.0429,0.0853,2.51e-05,0.0532,0.962,122.904,chill
i still miss u,Rnla;Julia Alexa,35,196000,False,0.635,0.385,3,-9.99,1,0.0439,0.625,0.0,0.771,0.0995,60.042,chill
someone like u,lullaboy,59,232000,False,0.588,0.178,8,-17.502,1,0.0489,0.877,0.0,0.107,0.358,129.763,chill
Cuddle,Elton Baptiste,52,139480,False,0.728,0.234,7,-22.589,1,0.0464,0.906,0.955,0.0687,0.336,154.013,chill
Midnight Snack,Purrple Cat,55,188010,False,0.763,0.236,9,-11.516,0,0.0568,0.615,0.845,0.082,0.273,119.989,chill
Be Alright (Slowed +Reverb),fenekot,47,109500,False,0.62,0.361,8,-10.407,1,0.0339,0.958,0.184,0.394,0.266,110.638,chill
Grow Old with Me,Tom Odell,59,182720,True,0.505,0.591,7,-8.397,1,0.0302,0.799,2.46e-06,0.174,0.39,146.174,chill
ARE YOU LETTING GO?,Dreamer Boy;BENEE,0,205927,False,0.559,0.737,3,-6.487,0,0.0298,0.331,1.98e-05,0.163,0.145,127.038,chill
Waves,Yo Trane,35,209266,True,0.655,0.364,5,-12.275,0,0.0826,0.2,0.00126,0.108,0.179,97.295,chill
MOUNTAIN MAN,Hashir,50,80930,False,0.52,0.529,2,-14.395,1,0.128,0.463,0.69,0.194,0.144,172.11,chill
One Dance,LRN Slime;Shiloh Dynasty,54,72328,False,0.67,0.0781,7,-24.643,1,0.0995,0.892,0.712,0.11,0.365,164.121,chill
Take It Slow,Milky Day,52,167961,False,0.544,0.586,10,-9.7,1,0.0577,0.574,0.0,0.173,0.474,78.022,chill
both of us,yaeow,41,153000,True,0.72,0.352,2,-12.092,1,0.0333,0.895,0.043,0.0875,0.727,80.011,chill
COLORWAY,DESTIN CONRAD,60,90000,False,0.582,0.582,6,-5.706,1,0.0887,0.282,0.00863,0.317,0.658,76.864,chill
crush on you,Elijah Who,57,84023,False,0.578,0.172,1,-13.684,1,0.35,0.883,3.32e-06,0.401,0.424,138.717,chill
Slow Down,Mac Ayres,63,234595,False,0.729,0.338,5,-12.816,1,0.116,0.892,0.000295,0.118,0.184,119.345,chill
i'm tired of feeling this way,Elijah Who,59,148034,False,0.798,0.117,0,-16.003,1,0.0723,0.992,0.821,0.114,0.192,137.83,chill
Temptation,Raveena,60,248738,False,0.734,0.541,7,-8.86,1,0.131,0.454,0.000851,0.132,0.501,140.044,chill
Love Like This,Jessica Andrea,46,182426,False,0.65,0.514,9,-7.85,0,0.108,0.189,0.0,0.134,0.363,149.999,chill
Heaven,Pink Sweat$,54,169748,False,0.78,0.389,6,-8.877,0,0.0776,0.491,0.00242,0.0699,0.188,121.919,chill
WANT U BAD,Valera,43,133370,False,0.702,0.425,5,-12.442,1,0.09,0.266,0.243,0.135,0.376,135.001,chill
Marijuana,Chrome Sparks,58,181149,False,0.697,0.655,1,-9.781,0,0.15,0.0626,0.774,0.353,0.415,86.969,chill
Baby,Brandon,57,111710,False,0.641,0.242,10,-10.066,1,0.0757,0.879,0.0,0.394,0.409,75.99,chill
i heard heaven is a nice place,Carter Powers,39,134509,False,0.638,0.23,11,-13.836,1,0.056,0.777,0.0,0.105,0.412,116.095,chill
Night Sky,Faime,33,186206,False,0.689,0.309,8,-13.003,1,0.0304,0.739,1.23e-05,0.115,0.277,116.04,chill
Chihiro,Yoste,51,212963,False,0.382,0.54,4,-8.768,1,0.0289,0.908,0.651,0.0915,0.0948,139.693,chill
Still,Jeff Bernat,65,226926,False,0.485,0.315,4,-11.599,1,0.0946,0.581,0.000349,0.11,0.425,134.714,chill
"sincerely, yours",Nohidea,55,139684,False,0.605,0.396,5,-11.301,0,0.0509,0.8,0.872,0.141,0.622,80.957,chill
Losing Interest - Slowed,Stract;Shiloh Dynasty,40,231225,False,0.871,0.428,1,-14.031,0,0.127,0.39,0.0549,0.281,0.403,101.162,chill
Sun Models (feat. Madelyn Grant),ODESZA;Madelyn Grant,64,160000,False,0.683,0.481,8,-9.174,0,0.075,0.191,0.736,0.0907,0.47,120.001,chill
Mirage,Orion Sun,65,57495,False,0.683,0.468,9,-10.058,0,0.0743,0.87,0.673,0.108,0.47,117.095,chill
Résumé,Jenevieve,61,180357,False,0.82,0.447,0,-7.686,1,0.085,0.277,4.1e-05,0.0583,0.661,149.98,chill
Spooky SZN 3,Kid Travis,50,181333,False,0.867,0.533,0,-8.652,1,0.0494,0.0231,4.72e-05,0.109,0.817,134.981,chill
To Make It Right,yaeow,44,118400,False,0.523,0.325,2,-14.126,1,0.0707,0.537,0.00444,0.0992,0.0794,149.488,chill
Frame of Mind,Tristam;Braken,58,274285,False,0.435,0.725,1,-6.969,1,0.0609,0.0424,3.89e-06,0.105,0.397,174.989,chill
Jet Lag,Gavin Haley,51,150011,True,0.54,0.381,4,-5.356,0,0.0692,0.774,0.0,0.173,0.191,86.746,chill
Flowering,Stapes,42,164594,False,0.454,0.243,6,-10.197,0,0.0359,0.283,0.883,0.111,0.239,82.923,chill
Cuddlin,Pandrezz,54,176959,False,0.737,0.311,8,-14.978,1,0.166,0.111,0.615,0.0368,0.159,74.032,chill
Antisocial,iithe1st,64,122553,True,0.895,0.72,2,-4.21,1,0.338,0.664,0.0,0.103,0.72,141.061,chill
I Think You Left Your Scarf,Kochetkovv,52,130909,False,0.613,0.142,9,-21.628,0,0.0426,0.897,0.93,0.109,0.0355,76.995,chill
Snow & Sand,j'san;Epektase,53,165000,False,0.847,0.441,5,-10.717,1,0.0865,0.571,0.892,0.0877,0.183,80.038,chill
Payphone,fenekot,47,115695,True,0.574,0.411,4,-9.587,1,0.0685,0.925,0.000478,0.144,0.0764,93.934,chill
Breathe,Sam Wills,60,91773,False,0.504,0.173,9,-18.548,0,0.0318,0.987,0.0755,0.355,0.116,142.113,chill
You Know That I Don't Play,CORBAL;Shiloh Dynasty;itssvd,54,72676,False,0.476,0.563,7,-13.965,1,0.469,0.956,0.0173,0.123,0.376,79.463,chill
solo,JUNNY;lullaboy,54,183360,False,0.626,0.584,0,-6.913,1,0.102,0.782,0.0,0.208,0.408,102.045,chill
nagashi,Idealism,55,109948,False,0.726,0.357,10,-8.727,1,0.044,0.862,0.915,0.134,0.644,85.046,chill
I Believed,Skinny Atlas;dhan,41,160000,False,0.962,0.265,11,-11.224,0,0.0796,0.525,0.00884,0.106,0.32,120.017,chill
leading me on but i'm not mad about it,remy,56,174030,False,0.826,0.595,1,-7.491,1,0.0409,0.334,0.00338,0.112,0.484,98.01,chill
So Bad,Ethan Dufault,50,151327,False,0.806,0.515,9,-6.834,1,0.0455,0.0696,2.46e-06,0.0639,0.633,112.989,chill
brokenhearted (together),joan;BEKA,45,212093,False,0.614,0.622,10,-8.264,1,0.0312,0.0296,0.0,0.659,0.539,148.959,chill
Love No More,Cody Lovaas,48,192944,False,0.51,0.338,6,-6.625,0,0.046,0.858,0.0,0.112,0.471,128.831,chill
Overgrown,Tenno,55,137910,False,0.493,0.312,8,-15.138,0,0.0386,0.742,0.925,0.115,0.153,134.063,chill
i wish it would never stop snowing,Sleepy Fish,54,196500,False,0.803,0.165,4,-14.07,1,0.0492,0.0372,0.832,0.0927,0.419,126.952,chill
True Colours,Tom Odell,64,143706,False,0.518,0.126,10,-12.102,1,0.0431,0.942,0.0,0.105,0.166,75.991,chill
Paso Al Aire,Miró,37,290306,False,0.498,0.653,7,-5.128,1,0.0308,0.0416,2.41e-05,0.0713,0.363,94.964,chill
Voice of the Wind,DaniSogen,56,168510,False,0.685,0.233,1,-17.854,0,0.0309,0.464,0.765,0.35,0.0407,93.968,chill
Guardián,Miró,37,258200,False,0.598,0.804,9,-5.864,1,0.0292,0.0583,0.000544,0.198,0.439,123.02,chill
Strong Minded,DaniSogen,57,202500,False,0.663,0.281,8,-17.336,0,0.0285,0.813,0.951,0.0886,0.11,96.01,chill
Addicted,JON VINYL,57,138839,False,0.605,0.386,5,-7.9,0,0.134,0.586,6.95e-06,0.109,0.449,171.052,chill
Casual,Johnny Stimson;Jeff Bernat;Jesse Barrera,60,200037,False,0.53,0.45,7,-10.006,1,0.168,0.393,0.0,0.207,0.412,67.467,chill
no space,Alextbh,53,177586,False,0.883,0.451,11,-5.214,0,0.0902,0.0707,0.0,0.517,0.772,109.995,chill
Selfish (feat. BEAM),RINI;BEAM,53,211307,True,0.569,0.499,4,-7.872,0,0.288,0.756,4.3e-06,0.104,0.281,138.678,chill
solo,caleblrt;Hashir,46,115867,False,0.493,0.551,0,-8.73,1,0.04,0.281,7.25e-05,0.121,0.55,86.05,chill
E N D L E S S,De Lorra,51,249079,False,0.779,0.92,8,-12.043,1,0.163,0.274,0.927,0.212,0.544,107.993,chill
Okay,Finding Hope,45,174206,False,0.648,0.068,9,-17.357,0,0.0454,0.953,0.0121,0.109,0.578,72.57,chill
How Did I Get Here,ODESZA,60,131250,False,0.707,0.579,0,-6.198,0,0.0293,0.384,0.72,0.408,0.357,96.062,chill
Smile,Nohidea;Ben Beal;sophie meiers,58,144040,True,0.531,0.487,2,-10.321,0,0.22,0.911,0.00201,0.222,0.749,75.487,chill
I'm Drunk And Confused,sagun;Shiloh Dynasty,54,156000,False,0.706,0.21,1,-21.867,0,0.0604,0.737,0.817,0.0938,0.246,139.888,chill
waves,53 Thieves,53,183579,False,0.588,0.427,7,-11.255,0,0.0417,0.594,0.252,0.111,0.229,78.926,chill
caffeine and dopamine,Keepitinside,48,150857,True,0.716,0.674,1,-7.801,1,0.132,0.0122,1.28e-05,0.0948,0.31,140.019,chill
Her,eery,58,123219,False,0.665,0.394,11,-11.567,0,0.103,0.813,0.0414,0.185,0.499,82.067,chill
Sad Bitch Bad Bitch,iyla,55,174005,True,0.722,0.476,1,-4.974,0,0.0342,0.39,0.0,0.102,0.291,129.96,chill
Hold,Home,53,206608,False,0.512,0.643,5,-14.806,0,0.0495,0.154,0.823,0.0909,0.0521,194.002,chill
Waiting for You,Verzache;Swell,55,230000,False,0.524,0.274,6,-13.931,1,0.295,0.502,0.257,0.0924,0.342,167.998,chill
Cotton Candy,Weston Estate,54,154074,False,0.606,0.275,10,-10.004,1,0.0288,0.39,0.0,0.135,0.19,81.041,chill
Homesick (feat. SOUNDR),MitiS;SOUNDR,44,328275,False,0.374,0.659,2,-5.427,1,0.0438,0.246,0.00104,0.0991,0.151,173.892,chill
You're Everything I Need,Imfinenow;yaeow,42,198000,False,0.569,0.555,5,-10.23,1,0.0473,0.93,0.745,0.0929,0.527,80.0,chill
Would You Be My Baby,creamy,54,100623,False,0.802,0.294,1,-14.638,1,0.0836,0.747,0.00612,0.158,0.58,120.725,chill
Lose A Friend,Beowülf;INTRN,48,202605,False,0.756,0.392,6,-10.191,0,0.0446,0.262,1.83e-06,0.126,0.0658,125.022,chill
All I Need,Kid Travis,52,189538,False,0.747,0.514,6,-6.461,0,0.0291,0.0435,5.93e-05,0.0938,0.392,97.495,chill
MADARA,Free Flow Flava;NKOHA,46,173471,False,0.738,0.843,10,-4.23,0,0.0292,0.00829,0.869,0.181,0.444,110.005,chill
This Is for My Girl,Cloud 11,51,177864,False,0.727,0.0501,0,-22.997,1,0.0543,0.676,0.629,0.0878,0.218,109.988,chill
Who We Want to Be,Tom Day,46,395294,False,0.456,0.672,7,-10.431,0,0.0317,0.0728,0.451,0.0724,0.0541,102.005,chill
Petals,Bibio,58,152333,False,0.359,0.286,9,-10.172,0,0.0338,0.908,0.0036,0.109,0.229,152.205,chill
Smile For Me,Gentle Bones,51,166415,False,0.665,0.645,7,-6.056,1,0.0673,0.144,0.0,0.165,0.254,106.016,chill
Bad Idea!,Shiloh Dynasty;Unclenathannn,57,162508,False,0.709,0.322,9,-17.514,0,0.0474,0.467,0.123,0.106,0.733,129.966,chill
Flight,Tristam;Braken,57,219428,False,0.433,0.758,2,-5.736,1,0.662,0.0409,2.64e-05,0.102,0.22,87.402,chill
I Need U (Remix),yaeow;Rxseboy,43,141176,False,0.661,0.409,1,-12.402,0,0.204,0.59,0.000929,0.268,0.128,85.081,chill
u should feel special,thuy,53,157199,True,0.786,0.381,5,-11.215,0,0.031,0.332,4.58e-05,0.115,0.425,109.994,chill
This Time,Jeff Bernat,59,185991,False,0.685,0.43,4,-9.586,1,0.0324,0.723,3.04e-06,0.135,0.482,107.042,chill
Bebop,[bsd.u],56,100562,False,0.726,0.364,4,-12.019,0,0.105,0.0386,0.784,0.371,0.834,76.977,chill
Autumn breeze (Feat. Milky Day),Dept;Milky Day,54,174683,False,0.65,0.628,2,-6.879,1,0.0645,0.534,0.0,0.28,0.554,79.069,chill
Baby (feat. Deno),A1 x J1;Deno,58,183428,True,0.683,0.572,2,-8.808,1,0.09,0.0797,0.0,0.357,0.616,140.185,chill
CHERRY,KAYDEN,47,167191,False,0.778,0.555,10,-7.097,1,0.0628,0.232,5.4e-06,0.0815,0.898,88.976,chill
firstavenue_bedroom,Dylan Rockoff,43,201093,False,0.701,0.388,9,-11.006,1,0.0825,0.393,1.29e-05,0.123,0.295,106.948,chill
am I not enough for you,Yusei,41,232017,False,0.613,0.306,0,-11.65,0,0.154,0.943,0.902,0.176,0.284,122.915,chill
DOESNT COUNT,KAYDEN,42,167024,False,0.718,0.598,0,-7.791,1,0.0373,0.24,0.0,0.224,0.648,88.039,chill
Friends (feat. Powfu),Mishaal;Powfu,44,155320,False,0.711,0.589,8,-5.866,1,0.0431,0.103,0.0,0.161,0.241,87.965,chill
We Did Not Make Sense,Presence,55,188541,False,0.552,0.418,2,-4.587,1,0.0345,0.0544,0.45,0.0923,0.298,71.997,chill
end credits,Sarah Kang,56,248500,False,0.383,0.271,0,-12.538,1,0.0832,0.919,0.0,0.368,0.341,69.234,chill
Paragraphs,Luke Chiang,60,233544,False,0.51,0.361,2,-9.913,1,0.0576,0.827,8.01e-06,0.28,0.208,73.354,chill
Color Me (Feat. CHUNG HA),JUNNY;CHUNG HA,52,216225,False,0.648,0.751,2,-4.974,1,0.0531,0.0391,0.0,0.0332,0.493,100.032,chill
I'm Sorry,Glimlip;Yasper,50,136538,False,0.698,0.239,4,-11.138,1,0.103,0.928,0.934,0.146,0.254,156.131,chill
