Track,Artist,BPM,Energy,Valence,Danceability,Acousticness,Popularity,Year
Ibiza Session Track 1618,Fisher,128,0.94,0.15,0.73,0.02,42,2024
Ibiza Session Track 1619,Maceo Plex,129,0.86,0.72,0.65,0.02,67,2011
Ibiza Session Track 1620,Black Coffee,112,0.32,0.5,0.62,0.34,69,2016
Ibiza Session Track 1621,Hot Since 82,88,0.52,0.61,0.57,0.53,70,2023
Ibiza Session Track 1622,Carl Cox,125,0.85,0.22,0.71,0.06,45,2019
Ibiza Session Track 1623,Jamie Jones,129,0.87,0.72,0.67,0.02,54,2004
Ibiza Session Track 1624,Peggy Gou,126,0.86,0.27,0.65,0.09,61,2012
Ibiza Session Track 1625,Black Coffee,126,0.9,0.52,0.72,0.01,70,2000
Ibiza Session Track 1626,Fisher,124,0.88,0.5,0.87,0.19,46,2019
Ibiza Session Track 1627,Black Coffee,131,0.87,0.26,0.76,0.05,80,2015
Ibiza Session Track 1628,David Guetta,132,0.94,0.71,0.74,0.02,43,2004
Ibiza Session Track 1629,Hot Since 82,120,0.79,0.88,0.9,0.16,69,1995
Ibiza Session Track 1630,Peggy Gou,126,0.93,0.38,0.61,0.0,53,2017
Ibiza Session Track 1631,Marco Carola,122,0.79,0.7,0.75,0.06,75,1995
Ibiza Session Track 1632,Black Coffee,121,0.84,0.86,0.72,0.01,77,2001
Ibiza Session Track 1633,Carl Cox,126,0.82,0.17,0.63,0.01,74,2002
Ibiza Session Track 1634,Maceo Plex,123,0.63,0.59,0.77,0.2,76,2001
Ibiza Session Track 1635,The Martinez Brothers,124,0.82,0.83,0.71,0.12,80,1995
Ibiza Session Track 1636,Calvin Harris,130,0.89,0.26,0.63,0.06,41,2015
Ibiza Session Track 1637,David Guetta,93,0.47,0.51,0.55,0.36,78,2005
Ibiza Session Track 1638,MK,128,0.93,0.76,0.68,0.04,76,2016
Ibiza Session Track 1639,Tale Of Us,130,0.97,0.62,0.73,0.04,75,2024
Ibiza Session Track 1640,Jamie Jones,124,0.66,0.85,0.88,0.13,58,2019
Ibiza Session Track 1641,Jamie Jones,130,0.99,0.75,0.69,0.04,72,2010
Ibiza Session Track 1642,Marco Carola,129,0.72,0.38,0.75,0.05,78,2022
Ibiza Session Track 1643,Marco Carola,111,0.48,0.35,0.55,0.58,45,2018
Ibiza Session Track 1644,Maceo Plex,125,0.76,0.12,0.79,0.02,55,2008
Ibiza Session Track 1645,The Martinez Brothers,126,0.93,0.38,0.71,0.04,55,2024
Ibiza Session Track 1646,Hot Since 82,125,0.83,0.53,0.78,0.06,56,1998
Ibiza Session Track 1647,Maceo Plex,127,0.87,0.59,0.71,0.02,78,2007
Ibiza Session Track 1648,MK,124,0.66,0.54,0.84,0.19,61,2005
Ibiza Session Track 1649,Tale Of Us,125,0.91,0.4,0.7,0.03,72,1995
Ibiza Session Track 1650,Tale Of Us,126,0.9,0.47,0.63,0.02,76,2023
Ibiza Session Track 1651,Fisher,125,0.98,0.54,0.65,0.01,44,2010
Ibiza Session Track 1652,Marco Carola,128,0.92,0.8,0.73,0.03,63,2019
Ibiza Session Track 1653,Carl Cox,121,0.68,0.87,0.86,0.03,49,1995
Ibiza Session Track 1654,Tale Of Us,125,0.96,0.43,0.63,0.01,42,2013
Ibiza Session Track 1655,MK,131,0.82,0.11,0.61,0.09,47,2003
Ibiza Session Track 1656,MK,116,0.32,0.32,0.67,0.34,59,2023
Ibiza Session Track 1657,Marco Carola,130,0.94,0.25,0.69,0.07,73,2011
Ibiza Session Track 1658,Marco Carola,127,0.86,0.3,0.75,0.07,55,2020
Ibiza Session Track 1659,MK,127,0.83,0.15,0.68,0.0,54,2003
Ibiza Session Track 1660,Calvin Harris,110,0.51,0.5,0.61,0.48,62,2004
Ibiza Session Track 1661,Marco Carola,120,0.63,0.68,0.84,0.14,45,2014
Ibiza Session Track 1662,Black Coffee,123,0.68,0.66,0.85,0.08,74,2007
Ibiza Session Track 1663,Fisher,127,0.74,0.12,0.64,0.06,72,2014
Ibiza Session Track 1664,The Martinez Brothers,124,0.78,0.58,0.81,0.1,70,2020
Ibiza Session Track 1665,Jamie Jones,128,0.93,0.69,0.64,0.02,74,1999
Ibiza Session Track 1666,Hot Since 82,125,0.83,0.76,0.82,0.16,59,2002
Ibiza Session Track 1667,David Guetta,97,0.55,0.3,0.5,0.44,54,2018
Ibiza Session Track 1668,Calvin Harris,96,0.51,0.43,0.6,0.78,60,2025
Ibiza Session Track 1669,David Guetta,131,0.78,0.22,0.77,0.01,68,1997
Ibiza Session Track 1670,MK,107,0.46,0.4,0.57,0.68,59,2022
Ibiza Session Track 1671,David Guetta,127,0.86,0.64,0.71,0.01,52,2002
Ibiza Session Track 1672,Tale Of Us,126,0.95,0.53,0.7,0.05,71,2017
Ibiza Session Track 1673,Tale Of Us,133,0.76,0.34,0.74,0.05,49,2022
Ibiza Session Track 1674,Tale Of Us,131,0.84,0.33,0.73,0.09,70,2022
Ibiza Session Track 1675,The Martinez Brothers,98,0.58,0.52,0.65,0.42,72,1998
Ibiza Session Track 1676,Peggy Gou,123,0.73,0.61,0.81,0.11,74,2021
Ibiza Session Track 1677,Black Coffee,123,0.71,0.58,0.77,0.15,53,2010
Ibiza Session Track 1678,Marco Carola,106,0.39,0.4,0.62,0.78,62,2001
Ibiza Session Track 1679,Maceo Plex,124,0.64,0.74,0.79,0.03,54,1998
Ibiza Session Track 1680,Jamie Jones,126,0.97,0.55,0.62,0.03,78,1997
Ibiza Session Track 1681,MK,129,0.88,0.53,0.66,0.01,52,2022
Ibiza Session Track 1682,Peggy Gou,127,0.94,0.4,0.65,0.07,74,1999
Ibiza Session Track 1683,David Guetta,130,0.83,0.17,0.66,0.08,61,2021
Ibiza Session Track 1684,Peggy Gou,91,0.31,0.61,0.56,0.41,51,1995
Ibiza Session Track 1685,David Guetta,124,0.72,0.76,0.79,0.01,59,2004
Ibiza Session Track 1686,Black Coffee,128,0.73,0.16,0.75,0.1,66,2008
Ibiza Session Track 1687,Carl Cox,125,0.91,0.44,0.73,0.05,54,2019
Ibiza Session Track 1688,David Guetta,129,0.8,0.17,0.77,0.07,57,2010
Ibiza Session Track 1689,Fisher,126,0.89,0.48,0.75,0.02,64,1997
Ibiza Session Track 1690,Calvin Harris,105,0.48,0.53,0.65,0.78,59,2023
Ibiza Session Track 1691,Jamie Jones,124,0.64,0.64,0.86,0.08,64,2005
Ibiza Session Track 1692,David Guetta,124,0.83,0.25,0.7,0.08,62,2019
Ibiza Session Track 1693,David Guetta,102,0.33,0.47,0.53,0.49,47,2008
Ibiza Session Track 1694,Fisher,129,0.79,0.55,0.87,0.08,48,2021
Ibiza Session Track 1695,Black Coffee,125,0.99,0.62,0.73,0.05,42,2016
Ibiza Session Track 1696,Black Coffee,118,0.87,0.69,0.78,0.18,45,2006
Ibiza Session Track 1697,Fisher,124,0.66,0.62,0.85,0.01,40,2010
Ibiza Session Track 1698,Tale Of Us,95,0.37,0.48,0.51,0.57,65,2004
Ibiza Session Track 1699,Jamie Jones,127,0.87,0.77,0.81,0.02,61,1996
Ibiza Session Track 1700,David Guetta,104,0.54,0.56,0.7,0.55,57,2016
Ibiza Session Track 1701,MK,130,0.86,0.69,0.68,0.03,65,2009
Ibiza Session Track 1702,Calvin Harris,125,0.61,0.6,0.85,0.09,78,2009
Ibiza Session Track 1703,Black Coffee,126,0.66,0.62,0.71,0.1,75,2009
Ibiza Session Track 1704,David Guetta,95,0.37,0.67,0.62,0.76,75,1997
Ibiza Session Track 1705,Jamie Jones,104,0.48,0.3,0.58,0.49,48,2010
Ibiza Session Track 1706,Tale Of Us,131,0.89,0.29,0.73,0.04,62,2009
Ibiza Session Track 1707,David Guetta,125,0.95,0.14,0.79,0.03,48,2025
Ibiza Session Track 1708,Fisher,121,0.78,0.53,0.77,0.17,69,2016
Ibiza Session Track 1709,Jamie Jones,129,0.95,0.4,0.62,0.06,72,2019
Ibiza Session Track 1710,Fisher,126,0.89,0.76,0.62,0.04,65,2018
Ibiza Session Track 1711,David Guetta,106,0.44,0.63,0.69,0.56,50,1999
Ibiza Session Track 1712,David Guetta,91,0.33,0.55,0.69,0.39,52,2007
Ibiza Session Track 1713,Fisher,126,0.72,0.54,0.82,0.13,55,2019
Ibiza Session Track 1714,Maceo Plex,103,0.53,0.35,0.51,0.53,40,2003
Ibiza Session Track 1715,Hot Since 82,133,0.99,0.56,0.71,0.02,58,1997
Ibiza Session Track 1716,Marco Carola,126,0.88,0.85,0.73,0.16,62,1998
Ibiza Session Track 1717,MK,124,0.91,0.19,0.73,0.1,42,2004
Ibiza Session Track 1718,The Martinez Brothers,122,0.78,0.26,0.62,0.05,48,2008
Ibiza Session Track 1719,Jamie Jones,91,0.47,0.36,0.61,0.8,71,1995
Ibiza Session Track 1720,Calvin Harris,122,0.87,0.29,0.67,0.02,40,2025
Ibiza Session Track 1721,Maceo Plex,125,0.7,0.82,0.89,0.2,66,2002
Ibiza Session Track 1722,Fisher,98,0.46,0.7,0.56,0.69,67,2021
Ibiza Session Track 1723,Maceo Plex,108,0.5,0.56,0.61,0.58,73,2019
Ibiza Session Track 1724,The Martinez Brothers,109,0.34,0.65,0.67,0.55,54,2022
Ibiza Session Track 1725,David Guetta,86,0.53,0.65,0.54,0.57,77,2005
Ibiza Session Track 1726,Jamie Jones,86,0.46,0.63,0.64,0.52,57,1997
Ibiza Session Track 1727,David Guetta,125,0.83,0.9,0.79,0.13,74,2019
Ibiza Session Track 1728,Carl Cox,96,0.53,0.66,0.52,0.78,61,2000
Ibiza Session Track 1729,The Martinez Brothers,124,0.85,0.82,0.73,0.17,48,2007
Ibiza Session Track 1730,Carl Cox,128,0.6,0.9,0.75,0.18,48,1997
Ibiza Session Track 1731,Hot Since 82,120,0.75,0.6,0.86,0.13,66,2002
Ibiza Session Track 1732,Hot Since 82,99,0.54,0.48,0.67,0.49,76,2017
Ibiza Session Track 1733,Maceo Plex,132,0.74,0.18,0.62,0.1,80,2016
Ibiza Session Track 1734,Peggy Gou,98,0.31,0.36,0.67,0.57,50,1998
Ibiza Session Track 1735,Marco Carola,84,0.58,0.36,0.66,0.68,80,1998
Ibiza Session Track 1736,David Guetta,127,0.78,0.36,0.63,0.05,70,2020
Ibiza Session Track 1737,Carl Cox,120,0.66,0.64,0.73,0.07,49,2011
Ibiza Session Track 1738,Carl Cox,106,0.41,0.42,0.52,0.3,59,2013
Ibiza Session Track 1739,MK,99,0.44,0.54,0.53,0.36,61,2009
Ibiza Session Track 1740,David Guetta,124,0.88,0.26,0.64,0.07,44,1999
Ibiza Session Track 1741,Carl Cox,89,0.34,0.46,0.58,0.36,61,1996
Ibiza Session Track 1742,Black Coffee,124,0.65,0.89,0.76,0.13,52,1995
Ibiza Session Track 1743,Maceo Plex,122,0.79,0.37,0.73,0.01,63,2016
Ibiza Session Track 1744,MK,109,0.34,0.39,0.57,0.8,40,1996
Ibiza Session Track 1745,The Martinez Brothers,123,0.73,0.75,0.72,0.08,75,2010
Ibiza Session Track 1746,Calvin Harris,97,0.41,0.64,0.59,0.54,67,2007
Ibiza Session Track 1747,Maceo Plex,122,0.72,0.68,0.84,0.07,58,2016
Ibiza Session Track 1748,Carl Cox,103,0.6,0.5,0.54,0.44,53,2006
Ibiza Session Track 1749,Hot Since 82,125,0.69,0.73,0.82,0.06,71,2012
Ibiza Session Track 1750,David Guetta,128,0.75,0.35,0.78,0.1,63,2014
Ibiza Session Track 1751,The Martinez Brothers,129,0.89,0.38,0.69,0.02,57,2017
Ibiza Session Track 1752,Peggy Gou,124,0.74,0.78,0.76,0.18,76,2017
Ibiza Session Track 1753,Jamie Jones,125,0.97,0.45,0.73,0.04,72,1996
Ibiza Session Track 1754,Hot Since 82,126,0.93,0.74,0.6,0.03,49,2023
Ibiza Session Track 1755,Tale Of Us,65,0.45,0.49,0.62,0.42,51,2011
Ibiza Session Track 1756,The Martinez Brothers,127,0.77,0.38,0.71,0.06,71,2001
Ibiza Session Track 1757,Peggy Gou,130,0.93,0.49,0.66,0.03,77,1995
Ibiza Session Track 1758,Calvin Harris,123,0.74,0.68,0.9,0.1,64,2010
Ibiza Session Track 1759,Fisher,123,0.68,0.51,0.74,0.19,41,2008
Ibiza Session Track 1760,Solomun,131,0.76,0.25,0.61,0.05,77,2001
Ibiza Session Track 1761,The Martinez Brothers,100,0.47,0.58,0.63,0.62,47,2025
Ibiza Session Track 1762,Marco Carola,126,0.73,0.21,0.73,0.04,58,2008
Ibiza Session Track 1763,Tale Of Us,126,0.92,0.8,0.72,0.01,71,2015
Ibiza Session Track 1764,Marco Carola,117,0.51,0.49,0.62,0.43,43,2018
Ibiza Session Track 1765,Fisher,124,0.72,0.52,0.74,0.09,80,2014
Ibiza Session Track 1766,MK,126,0.94,0.25,0.62,0.02,51,1997
Ibiza Session Track 1767,Jamie Jones,127,0.98,0.75,0.7,0.01,66,2005
Ibiza Session Track 1768,MK,126,0.94,0.76,0.62,0.04,75,1996
Ibiza Session Track 1769,Calvin Harris,122,0.81,0.65,0.88,0.05,60,2021
Ibiza Session Track 1770,The Martinez Brothers,97,0.43,0.54,0.52,0.41,56,2015
Ibiza Session Track 1771,Carl Cox,127,0.73,0.32,0.79,0.07,76,2008
Ibiza Session Track 1772,Jamie Jones,130,0.86,0.55,0.61,0.04,73,2001
Ibiza Session Track 1773,Calvin Harris,124,0.84,0.78,0.8,0.18,53,1997
Ibiza Session Track 1774,Tale Of Us,127,0.7,0.82,0.72,0.04,46,2010
Ibiza Session Track 1775,Maceo Plex,128,0.83,0.23,0.72,0.07,52,2019
Ibiza Session Track 1776,Carl Cox,103,0.5,0.38,0.57,0.7,44,2015
Ibiza Session Track 1777,David Guetta,133,0.77,0.18,0.61,0.04,44,2009
Ibiza Session Track 1778,Tale Of Us,125,0.89,0.18,0.75,0.09,76,2024
Ibiza Session Track 1779,Marco Carola,128,0.87,0.4,0.73,0.01,72,2014
Ibiza Session Track 1780,Calvin Harris,126,0.81,0.84,0.85,0.05,55,2006
Ibiza Session Track 1781,David Guetta,124,0.9,0.89,0.89,0.12,60,1998
Ibiza Session Track 1782,Solomun,125,0.97,0.49,0.62,0.02,43,2017
Ibiza Session Track 1783,Black Coffee,120,0.77,0.59,0.76,0.07,63,2016
Ibiza Session Track 1784,Black Coffee,123,0.87,0.62,0.74,0.11,71,1998
Ibiza Session Track 1785,MK,125,0.9,0.88,0.88,0.18,65,1996
Ibiza Session Track 1786,Black Coffee,130,0.79,0.29,0.73,0.1,59,2003
Ibiza Session Track 1787,Marco Carola,84,0.48,0.45,0.62,0.65,45,2018
Ibiza Session Track 1788,MK,124,0.61,0.75,0.74,0.11,48,2010
Ibiza Session Track 1789,The Martinez Brothers,126,0.94,0.62,0.68,0.0,46,2025
Ibiza Session Track 1790,Black Coffee,124,0.88,0.52,0.69,0.02,59,2004
Ibiza Session Track 1791,Maceo Plex,124,0.74,0.74,0.89,0.06,66,2000
Ibiza Session Track 1792,Calvin Harris,127,0.87,0.75,0.63,0.02,64,2012
Ibiza Session Track 1793,Jamie Jones,87,0.35,0.5,0.54,0.76,54,2009
Ibiza Session Track 1794,MK,125,0.93,0.2,0.66,0.02,69,2011
Ibiza Session Track 1795,Carl Cox,128,0.89,0.72,0.73,0.05,70,2018
Ibiza Session Track 1796,Peggy Gou,100,0.48,0.5,0.69,0.35,58,2016
Ibiza Session Track 1797,Fisher,120,0.69,0.64,0.83,0.12,60,2018
Ibiza Session Track 1798,Fisher,97,0.56,0.52,0.66,0.33,70,1999
Ibiza Session Track 1799,David Guetta,128,0.96,0.65,0.61,0.04,55,2025
Ibiza Session Track 1800,Calvin Harris,108,0.56,0.63,0.52,0.55,41,2012
Ibiza Session Track 1801,Jamie Jones,129,0.87,0.59,0.75,0.0,50,2003
Ibiza Session Track 1802,Calvin Harris,122,0.64,0.67,0.88,0.08,52,2022
Ibiza Session Track 1803,Black Coffee,106,0.49,0.69,0.51,0.54,77,1999
Ibiza Session Track 1804,MK,127,0.73,0.55,0.73,0.16,40,2022
Ibiza Session Track 1805,Peggy Gou,100,0.4,0.38,0.61,0.61,50,2021
Ibiza Session Track 1806,Peggy Gou,129,0.97,0.68,0.66,0.05,53,2007
Ibiza Session Track 1807,Jamie Jones,129,0.88,0.55,0.62,0.03,73,2007
Ibiza Session Track 1808,Maceo Plex,123,0.87,0.84,0.76,0.15,71,2024
Ibiza Session Track 1809,Maceo Plex,130,0.91,0.5,0.73,0.01,50,2012
Ibiza Session Track 1810,Jamie Jones,125,0.97,0.57,0.66,0.04,48,2011
Ibiza Session Track 1811,Carl Cox,106,0.4,0.69,0.68,0.48,78,2000
Ibiza Session Track 1812,Solomun,126,0.88,0.7,0.72,0.19,63,2013
Ibiza Session Track 1813,Marco Carola,128,0.83,0.21,0.73,0.07,67,1995
Ibiza Session Track 1814,MK,99,0.35,0.52,0.56,0.63,40,1995
Ibiza Session Track 1815,David Guetta,127,0.92,0.3,0.63,0.03,65,2001
Ibiza Session Track 1816,Hot Since 82,137,0.74,0.19,0.74,0.05,74,2009
Ibiza Session Track 1817,The Martinez Brothers,129,0.89,0.5,0.63,0.01,51,2019
Ibiza Session Track 1818,David Guetta,130,0.77,0.13,0.77,0.04,42,2000
Ibiza Session Track 1819,Tale Of Us,119,0.83,0.64,0.71,0.12,42,2005
Ibiza Session Track 1820,Black Coffee,129,0.84,0.11,0.66,0.07,75,2014
Ibiza Session Track 1821,Calvin Harris,121,0.77,0.68,0.83,0.04,66,2016
Ibiza Session Track 1822,Jamie Jones,122,0.77,0.69,0.86,0.09,76,1996
Ibiza Session Track 1823,Black Coffee,127,0.9,0.63,0.66,0.03,77,2012
Ibiza Session Track 1824,Maceo Plex,128,0.99,0.75,0.61,0.03,79,1998
Ibiza Session Track 1825,The Martinez Brothers,133,0.9,0.74,0.67,0.04,75,2023
Ibiza Session Track 1826,Peggy Gou,122,0.7,0.85,0.78,0.02,41,2024
Ibiza Session Track 1827,Calvin Harris,122,0.69,0.59,0.75,0.16,64,1999
Ibiza Session Track 1828,David Guetta,106,0.59,0.69,0.51,0.48,48,2021
Ibiza Session Track 1829,Fisher,127,0.95,0.64,0.62,0.0,43,2014
Ibiza Session Track 1830,Solomun,121,0.76,0.17,0.78,0.03,42,2012
Ibiza Session Track 1831,The Martinez Brothers,120,0.88,0.72,0.72,0.03,51,2022
Ibiza Session Track 1832,Solomun,121,0.61,0.54,0.81,0.1,79,1995
Ibiza Session Track 1833,Black Coffee,121,0.75,0.88,0.76,0.04,58,1996
Ibiza Session Track 1834,Solomun,129,0.95,0.52,0.72,0.03,68,2001
Ibiza Session Track 1835,Fisher,126,0.69,0.83,0.82,0.1,53,2013
Ibiza Session Track 1836,Carl Cox,129,0.73,0.29,0.72,0.03,48,2000
Ibiza Session Track 1837,Jamie Jones,105,0.43,0.58,0.67,0.43,64,2015
Ibiza Session Track 1838,Solomun,128,0.94,0.57,0.72,0.05,55,2010
Ibiza Session Track 1839,The Martinez Brothers,123,0.79,0.81,0.75,0.0,79,2020
Ibiza Session Track 1840,Carl Cox,133,0.94,0.36,0.63,0.02,66,2015
Ibiza Session Track 1841,Marco Carola,127,0.91,0.8,0.75,0.03,70,2009
Ibiza Session Track 1842,Tale Of Us,127,0.72,0.26,0.69,0.05,46,2008
Ibiza Session Track 1843,Marco Carola,123,0.85,0.79,0.75,0.13,41,2007
Ibiza Session Track 1844,The Martinez Brothers,125,0.82,0.84,0.82,0.03,78,2000
Ibiza Session Track 1845,Peggy Gou,126,0.98,0.45,0.63,0.01,61,2011
Ibiza Session Track 1846,Black Coffee,125,0.87,0.53,0.6,0.0,54,2016
Ibiza Session Track 1847,Calvin Harris,125,0.8,0.57,0.85,0.1,46,1998
Ibiza Session Track 1848,Fisher,125,0.62,0.61,0.87,0.2,57,2021
Ibiza Session Track 1849,Carl Cox,127,0.87,0.73,0.66,0.02,59,2014
Ibiza Session Track 1850,MK,100,0.53,0.34,0.5,0.34,70,1997
Ibiza Session Track 1851,Carl Cox,129,0.86,0.87,0.77,0.05,42,2009
Ibiza Session Track 1852,MK,111,0.49,0.66,0.54,0.61,52,2003
Ibiza Session Track 1853,Calvin Harris,125,0.91,0.48,0.63,0.0,46,2014
Ibiza Session Track 1854,MK,124,0.73,0.38,0.75,0.01,70,2021
Ibiza Session Track 1855,The Martinez Brothers,120,0.67,0.61,0.75,0.04,40,2004
Ibiza Session Track 1856,Black Coffee,123,0.72,0.56,0.79,0.04,67,2006
Ibiza Session Track 1857,David Guetta,130,0.86,0.75,0.61,0.01,43,2007
Ibiza Session Track 1858,Jamie Jones,96,0.45,0.64,0.52,0.36,55,2023
Ibiza Session Track 1859,Black Coffee,125,0.85,0.33,0.65,0.04,77,2009
Ibiza Session Track 1860,Tale Of Us,123,0.63,0.53,0.79,0.2,75,2005
Ibiza Session Track 1861,Solomun,126,0.74,0.15,0.64,0.05,49,2009
Ibiza Session Track 1862,Peggy Gou,131,0.96,0.42,0.7,0.01,40,2001
Ibiza Session Track 1863,MK,131,0.7,0.26,0.64,0.09,63,2000
Ibiza Session Track 1864,Jamie Jones,94,0.45,0.69,0.68,0.71,72,1998
Ibiza Session Track 1865,MK,125,0.7,0.26,0.71,0.06,45,2001
Ibiza Session Track 1866,Jamie Jones,123,0.78,0.8,0.74,0.1,73,2010
Ibiza Session Track 1867,Tale Of Us,95,0.6,0.48,0.52,0.48,45,1996
Ibiza Session Track 1868,David Guetta,103,0.47,0.55,0.66,0.42,71,2024
Ibiza Session Track 1869,MK,127,0.92,0.53,0.69,0.02,42,1997
Ibiza Session Track 1870,Peggy Gou,129,0.87,0.55,0.73,0.03,50,2003
Ibiza Session Track 1871,MK,124,0.82,0.73,0.75,0.17,80,2015
Ibiza Session Track 1872,Solomun,103,0.58,0.39,0.54,0.35,51,2005
Ibiza Session Track 1873,Hot Since 82,126,0.89,0.65,0.62,0.0,43,2019
Ibiza Session Track 1874,Solomun,128,0.9,0.56,0.67,0.02,55,2011
Ibiza Session Track 1875,The Martinez Brothers,125,0.77,0.66,0.74,0.09,47,2016
Ibiza Session Track 1876,Fisher,123,0.89,0.66,0.71,0.15,53,2014
Ibiza Session Track 1877,MK,121,0.8,0.7,0.71,0.15,42,2021
Ibiza Session Track 1878,Calvin Harris,122,0.89,0.69,0.89,0.09,65,2016
Ibiza Session Track 1879,Tale Of Us,125,0.64,0.51,0.7,0.18,57,1997
Ibiza Session Track 1880,Maceo Plex,123,0.75,0.71,0.76,0.03,53,1998
Ibiza Session Track 1881,Hot Since 82,111,0.42,0.52,0.61,0.55,49,2017
Ibiza Session Track 1882,Marco Carola,124,0.78,0.78,0.85,0.09,40,2016
Ibiza Session Track 1883,David Guetta,101,0.55,0.42,0.53,0.55,58,2000
Ibiza Session Track 1884,Hot Since 82,123,0.66,0.76,0.89,0.11,65,2022
Ibiza Session Track 1885,The Martinez Brothers,131,0.77,0.11,0.73,0.02,76,2022
Ibiza Session Track 1886,Tale Of Us,125,0.91,0.59,0.7,0.05,40,2019
Ibiza Session Track 1887,Tale Of Us,127,0.69,0.83,0.84,0.11,61,2015
Ibiza Session Track 1888,Calvin Harris,121,0.8,0.69,0.77,0.04,77,2001
Ibiza Session Track 1889,MK,125,0.97,0.76,0.71,0.03,48,2000
Ibiza Session Track 1890,The Martinez Brothers,122,0.91,0.17,0.61,0.05,54,2018
Ibiza Session Track 1891,Hot Since 82,127,0.94,0.28,0.77,0.05,75,1997
Ibiza Session Track 1892,Fisher,124,0.86,0.65,0.73,0.07,42,2000
Ibiza Session Track 1893,Maceo Plex,128,0.85,0.59,0.63,0.02,70,2003
Ibiza Session Track 1894,Tale Of Us,127,0.96,0.66,0.66,0.05,66,1996
Ibiza Session Track 1895,Hot Since 82,122,0.65,0.57,0.72,0.12,54,1996
Ibiza Session Track 1896,Black Coffee,126,0.63,0.89,0.76,0.15,43,2015
Ibiza Session Track 1897,David Guetta,127,0.73,0.38,0.68,0.09,79,1997
Ibiza Session Track 1898,MK,130,0.88,0.52,0.68,0.03,52,1998
Ibiza Session Track 1899,Peggy Gou,124,0.94,0.26,0.76,0.05,46,2025
Ibiza Session Track 1900,Hot Since 82,122,0.73,0.8,0.85,0.07,44,2013
Ibiza Session Track 1901,Maceo Plex,127,0.9,0.73,0.65,0.03,57,2003
Ibiza Session Track 1902,Hot Since 82,126,0.85,0.69,0.73,0.01,71,2021
Ibiza Session Track 1903,Jamie Jones,129,0.95,0.45,0.68,0.04,54,2023
Ibiza Session Track 1904,Solomun,100,0.42,0.58,0.65,0.32,53,2018
Ibiza Session Track 1905,Carl Cox,123,0.82,0.62,0.87,0.07,50,2024
Ibiza Session Track 1906,MK,130,0.96,0.65,0.66,0.04,57,1999
Ibiza Session Track 1907,Black Coffee,111,0.37,0.5,0.67,0.69,51,1999
Ibiza Session Track 1908,Marco Carola,124,0.89,0.6,0.76,0.0,80,2007
Ibiza Session Track 1909,Black Coffee,116,0.35,0.48,0.6,0.39,70,2018
Ibiza Session Track 1910,The Martinez Brothers,123,0.7,0.86,0.89,0.12,57,2018
Ibiza Session Track 1911,Marco Carola,123,0.77,0.29,0.66,0.02,74,1998
Ibiza Session Track 1912,Tale Of Us,130,0.95,0.48,0.68,0.02,76,2003
Ibiza Session Track 1913,The Martinez Brothers,123,0.72,0.87,0.81,0.01,45,2020
Ibiza Session Track 1914,Peggy Gou,103,0.42,0.66,0.55,0.54,80,2008
Ibiza Session Track 1915,Hot Since 82,96,0.41,0.57,0.51,0.6,66,2007
Ibiza Session Track 1916,Peggy Gou,130,0.77,0.36,0.69,0.01,49,2000
Ibiza Session Track 1917,Peggy Gou,126,0.77,0.87,0.88,0.12,69,2012
Ibiza Session Track 1918,Carl Cox,110,0.35,0.55,0.51,0.51,40,1998
Ibiza Session Track 1919,Jamie Jones,130,0.75,0.21,0.66,0.05,64,2012
Ibiza Session Track 1920,The Martinez Brothers,93,0.34,0.6,0.55,0.69,64,2011
Ibiza Session Track 1921,Calvin Harris,127,0.75,0.56,0.8,0.08,55,2021
Ibiza Session Track 1922,Fisher,130,0.94,0.53,0.72,0.05,68,2016
Ibiza Session Track 1923,Tale Of Us,125,0.93,0.69,0.63,0.03,73,2011
Ibiza Session Track 1924,Tale Of Us,126,0.74,0.61,0.88,0.05,69,2024
Ibiza Session Track 1925,Maceo Plex,126,0.72,0.29,0.8,0.02,77,2002
Ibiza Session Track 1926,Marco Carola,125,0.88,0.78,0.64,0.03,49,2017
Ibiza Session Track 1927,Black Coffee,120,0.52,0.34,0.62,0.6,64,1996
Ibiza Session Track 1928,Maceo Plex,124,0.97,0.59,0.75,0.04,77,2022
Ibiza Session Track 1929,Maceo Plex,106,0.35,0.62,0.51,0.78,41,2019
Ibiza Session Track 1930,Calvin Harris,127,0.89,0.54,0.63,0.03,69,1996
Ibiza Session Track 1931,Calvin Harris,102,0.55,0.44,0.57,0.58,57,2003
Ibiza Session Track 1932,Jamie Jones,105,0.57,0.44,0.57,0.8,65,1996
Ibiza Session Track 1933,Jamie Jones,126,0.65,0.52,0.89,0.08,57,2006
Ibiza Session Track 1934,Marco Carola,126,0.92,0.43,0.67,0.05,71,1996
Ibiza Session Track 1935,Carl Cox,130,0.89,0.76,0.66,0.04,54,2010
Ibiza Session Track 1936,Peggy Gou,128,0.93,0.64,0.67,0.01,53,2023
Ibiza Session Track 1937,Carl Cox,123,0.63,0.65,0.88,0.15,79,2008
Ibiza Session Track 1938,Hot Since 82,83,0.49,0.46,0.64,0.56,59,2013
Ibiza Session Track 1939,Jamie Jones,112,0.44,0.32,0.56,0.77,52,2011
Ibiza Session Track 1940,Solomun,122,0.71,0.26,0.66,0.07,50,1996
Ibiza Session Track 1941,The Martinez Brothers,124,0.67,0.66,0.83,0.12,46,1995
